trans_id,buyer_id,buyer,level1,level2,level3,supplier,supplier_id,proclass_code,proclass_title,proclass_level1,proclass_level2,proclass_level3,date,amount
NWR004_NR_gov_2017_06_2142,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2017-06-01,67575
E5035_CLBC_gov_2018_04_3624,E5035_CLBC_gov,CROYDON LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-04-01,2940.39
FTRLUX_BWNHSFT_gov_2017_06_74,FTRLUX_BWNHSFT_gov,BIRMINGHAM WOMEN`S NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-06-01,58000
FTRLUX_BWNHSFT_gov_2017_09_41,FTRLUX_BWNHSFT_gov,BIRMINGHAM WOMEN`S NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-09-01,33796.55
FTRLUX_BWNHSFT_gov_2017_12_82,FTRLUX_BWNHSFT_gov,BIRMINGHAM WOMEN`S NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-12-01,77400
FTRTEX_GHNHSFT_gov_2017_01_41,FTRTEX_GHNHSFT_gov,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,48000
NWR004_NR_gov_2017_05_899,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2017-05-01,30000
NWR004_NR_gov_2017_07_786,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2017-07-01,29150
CAB010_HOC_gov_2017_03_49,CAB010_HOC_gov,HOUSE OF COMMONS,Central Government,CABINET OFFICE,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-03-01,46086.48
NWR004_NR_gov_2017_08_867,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2017-08-01,27965.2
FTRW3X_CMUHNHSFT_gov_2017_01_686,FTRW3X_CMUHNHSFT_gov,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,6436.2
CAB010_CO_gov_2017_10_15,CAB010_CO_gov,CABINET OFFICE,Central Government,CABINET OFFICE,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-10-01,296710.8
DFT004_DFT_gov_2017_11_3156,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-11-01,14128.3
CAB010_HOC_gov_2017_01_29,CAB010_HOC_gov,HOUSE OF COMMONS,Central Government,CABINET OFFICE,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,61907.76
CAB010_HOC_gov_2017_03_12,CAB010_HOC_gov,HOUSE OF COMMONS,Central Government,CABINET OFFICE,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-03-01,33897
CAB010_HOC_gov_2017_06_41,CAB010_HOC_gov,HOUSE OF COMMONS,Central Government,CABINET OFFICE,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-06-01,38803.68
E0201_LBC_gov_2017_11_1159,E0201_LBC_gov,LUTON BOROUGH COUNCIL,Local Government,EAST OF ENGLAND,Bedfordshire,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-11-01,4750
CAB010_HOC_gov_2017_05_18,CAB010_HOC_gov,HOUSE OF COMMONS,Central Government,CABINET OFFICE,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-05-01,31693
DFT004_DFT_gov_2017_11_8683,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-11-01,45360
E1521_ECC_gov_2017_10_14470,E1521_ECC_gov,ESSEX COUNTY COUNCIL,Local Government,EAST OF ENGLAND,Essex,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-10-01,26538
FTRL1X_TRJAHOHNHSFT_gov_2018_01_4,FTRL1X_TRJAHOHNHSFT_gov,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-01-01,47400
E0702_MC_gov_2017_06_823,E0702_MC_gov,MIDDLESBROUGH COUNCIL,Local Government,NORTH EAST,North Yorkshire,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-06-01,6000
FTRT3X_RBHNHSFT_gov_2017_10_122,FTRT3X_RBHNHSFT_gov,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-10-01,29025
E1521_ECC_gov_2017_12_14107,E1521_ECC_gov,ESSEX COUNTY COUNCIL,Local Government,EAST OF ENGLAND,Essex,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-12-01,2992
E1521_ECC_gov_2017_10_19544,E1521_ECC_gov,ESSEX COUNTY COUNCIL,Local Government,EAST OF ENGLAND,Essex,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-10-01,73336.32
E1521_ECC_gov_2017_11_9897,E1521_ECC_gov,ESSEX COUNTY COUNCIL,Local Government,EAST OF ENGLAND,Essex,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-11-01,26028.4
E5010_CCOTCOL_gov_2019_04_1026,E5010_CCOTCOL_gov,COMMON COUNCIL OF THE CITY OF LONDON,Local Government,LONDON,London,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-04-01,2000
FTRW3X_CMUHNHSFT_gov_2017_01_681,FTRW3X_CMUHNHSFT_gov,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,0
FTRW3X_CMUHNHSFT_gov_2017_01_682,FTRW3X_CMUHNHSFT_gov,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,5940
FTRW3X_CMUHNHSFT_gov_2017_01_683,FTRW3X_CMUHNHSFT_gov,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,32181
FTRW3X_CMUHNHSFT_gov_2017_01_684,FTRW3X_CMUHNHSFT_gov,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,1188
FTRW3X_CMUHNHSFT_gov_2017_01_685,FTRW3X_CMUHNHSFT_gov,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,0
FTRJCX_SWNHSFT_gov_2019_03_62,FTRJCX_SWNHSFT_gov,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,28200
FTRM3X_SRNFT_gov_2019_02_60,FTRM3X_SRNFT_gov,SALFORD ROYAL NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-02-01,58320
NFTR1H_BHNHST_gov_2019_03_158,NFTR1H_BHNHST_gov,BARTS HEALTH NHS TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,161000
FTRXNX_LTHNHSFT_gov_2019_02_53,FTRXNX_LTHNHSFT_gov,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-02-01,32715
E5010_CCOTCOL_gov_2019_02_332,E5010_CCOTCOL_gov,COMMON COUNCIL OF THE CITY OF LONDON,Local Government,LONDON,London,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-02-01,2000
E5011_CLBC_gov_2019_04_11920,E5011_CLBC_gov,CAMDEN LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2019-04-01,10350
E5011_CLBC_gov_2019_04_11927,E5011_CLBC_gov,CAMDEN LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2019-04-01,10350
E5011_CLBC_gov_2019_04_11903,E5011_CLBC_gov,CAMDEN LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2019-04-01,10350
E5011_CLBC_gov_2019_04_11918,E5011_CLBC_gov,CAMDEN LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2019-04-01,10350
DES022_DFE_gov_2018_11_6901,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,248124
FTRW2X_MUNFT_gov_2018_07_120,FTRW2X_MUNFT_gov,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-07-01,149160
DES022_DFE_gov_2018_11_6902,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,248124
FTRRVX_UCLHNFT_gov_2019_02_60,FTRRVX_UCLHNFT_gov,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-02-01,57500
DES022_DFE_gov_2018_11_6900,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,-248124
FTRASX_THHNHSFT_gov_2018_11_40,FTRASX_THHNHSFT_gov,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,35400
FTRASX_THHNHSFT_gov_2018_06_52,FTRASX_THHNHSFT_gov,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-06-01,33408
E5034_BLBC_gov_2017_05_1512,E5034_BLBC_gov,BROMLEY LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-05-01,2400
DES022_DFE_gov_2018_11_564,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,74368
DES022_DFE_gov_2018_11_565,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,105372
FCO027_FACO_gov_2019_03_341,FCO027_FACO_gov,FOREIGN AND COMMONWEALTH OFFICE,Central Government,FOREIGN AND COMMONWEALTH OFFICE,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,136332.36
NWR004_NR_gov_2017_03_1922,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-03-01,195124.54
NWR004_NR_gov_2017_03_1923,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-03-01,89509
NWR004_NR_gov_2017_03_1924,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-03-01,56215.42
NWR004_NR_gov_2017_03_1925,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-03-01,34510
NWR004_NR_gov_2017_03_1926,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-03-01,33649.26
NWR004_NR_gov_2017_05_896,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-05-01,89509
NWR004_NR_gov_2017_05_897,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-05-01,32300
NWR004_NR_gov_2017_05_898,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-05-01,105267.38
DES022_DFE_gov_2018_12_231,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-12-01,169084
DES022_DFE_gov_2018_12_233,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-12-01,154712.15
NWR004_NR_gov_2017_04_1439,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-04-01,186620.97
NWR004_NR_gov_2017_04_1440,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-04-01,89509
NWR004_NR_gov_2017_04_1441,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-04-01,42000
NWR004_NR_gov_2017_04_1442,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-04-01,32300
NWR004_NR_gov_2017_01_1443,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,103365.44
NWR004_NR_gov_2017_01_1444,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,89509
NWR004_NR_gov_2017_02_1608,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-02-01,175668.44
NWR004_NR_gov_2017_02_1609,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-02-01,89509
NWR004_NR_gov_2017_10_903,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-10-01,26960
NWR004_NR_gov_2017_06_2044,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-06-01,47807
NWR004_NR_gov_2017_06_2045,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-06-01,40000
NWR004_NR_gov_2017_06_2046,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-06-01,37030.03
NWR004_NR_gov_2017_08_866,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-08-01,32309.15
NWR004_NR_gov_2017_09_908,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-09-01,41000
NWR004_NR_gov_2017_09_909,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-09-01,35000
E0501_PCC_gov_2019_07_3402,E0501_PCC_gov,PETERBOROUGH CITY COUNCIL,Local Government,EAST OF ENGLAND,Cambridgeshire,DELOITTE LLP,OC303675,Not Classified,,,,,2019-07-01,38451
NWR004_NR_gov_2017_11_996,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-11-01,136175
NWR004_NR_gov_2017_11_997,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-11-01,40000
NWR004_NR_gov_2017_11_998,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-11-01,59380
DES022_DFE_gov_2019_01_744,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-01-01,108144.41
DES022_DFE_gov_2019_01_504,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-01-01,253328
DES022_DFE_gov_2019_01_505,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-01-01,164615
DES022_DFE_gov_2019_01_509,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-01-01,35136
DES022_DFE_gov_2019_01_746,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-01-01,21628.88
DES022_DFE_gov_2019_01_913,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-01-01,137478
NWR004_NR_gov_2018_01_826,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-01-01,28000
NWR004_NR_gov_2018_01_827,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-01-01,100341
NWR004_NR_gov_2018_01_828,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-01-01,134541
NWR004_NR_gov_2018_01_829,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-01-01,200000
DES022_DFE_gov_2019_03_350,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,28363
E5019_SLBC_gov_2017_12_820,E5019_SLBC_gov,SOUTHWARK LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-12-01,3400
DES022_DFE_gov_2019_03_336,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,49855.59
NWR004_NR_gov_2018_02_832,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-02-01,48387.5
NWR004_NR_gov_2018_02_833,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-02-01,44994
NWR004_NR_gov_2018_02_834,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-02-01,165666
NWR004_NR_gov_2018_02_835,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-02-01,70880
NWR004_NR_gov_2017_12_948,NWR004_NR_gov,NETWORK RAIL,Central Government,,,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-12-01,77438
E5017_LLBC_gov_2017_07_220,E5017_LLBC_gov,LAMBETH LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-07-01,26000
E5034_BLBC_gov_2017_01_422,E5034_BLBC_gov,BROMLEY LONDON BOROUGH COUNCIL,Local Government,LONDON,London,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2017-01-01,8080
RJE_UHONMNT_gov_2019_03_44,RJE_UHONMNT_gov,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS,"","",DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,108000
RJE_UHONMNT_gov_2019_03_45,RJE_UHONMNT_gov,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS,"","",DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,54259.2
RJE_UHONMNT_gov_2019_03_46,RJE_UHONMNT_gov,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS,"","",DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,138360
DES022_DFE_gov_2019_03_351,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,231882
DES022_DFE_gov_2019_03_352,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,236490.11
DES022_DFE_gov_2019_03_356,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,24395
DES022_DFE_gov_2019_03_357,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,238281
DES022_DFE_gov_2019_03_337,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,9971.12
DES022_DFE_gov_2019_02_284,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-02-01,100386
DES022_DFE_gov_2019_03_358,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-03-01,323665
DES022_DFE_gov_2019_02_285,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-02-01,159894.1
DES022_DFE_gov_2019_02_286,DES022_DFE_gov,DEPARTMENT FOR EDUCATION,Central Government,DEPARTMENT FOR EDUCTION,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2019-02-01,184597
DFT004_DFT_gov_2018_10_1738,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-10-01,27218.08
DFT004_DFT_gov_2018_11_1838,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,190618.8
DFT004_DFT_gov_2018_10_1770,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-10-01,57000
DFT004_DFT_gov_2018_10_1771,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-10-01,57000
DFT004_DFT_gov_2018_10_1772,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-10-01,57000
DFT004_DFT_gov_2018_11_1663,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,201000,Financial Services - Accountancy,Financial Services,Accountancy,,2018-11-01,25278.23
DFT004_DFT_gov_2018_11_1625,DFT004_DFT_gov,DEPARTMENT FOR TRANSPORT,Central Government,DEPARTMENT FOR TRANSPORT,Ministerial Department,DELOITTE LLP,OC303675,151000,Consultancy - Business,Consultancy,Business,,2018-11-01,86865.61
